name,party,age,status,kids,address,declaration,voting,text,person_donor_1,person_donor_2,person_donor_3,person_donor_4,person_donor_5,person_donor_6,person_related_1,person_related_2,person_related_3,person_related_4,person_related_5,person_related_6,,info,,,,,
עפר שלח,יש עתיד,54,אלמן,2,בית במושב גינתון,לא,"התנגד לשתי הצעות (חשיפת תיקי המניות ותיעוד חופשי של ישיבות מועצה), נעדר מהשתיים הנוספות","שלח בוא מקורבו של יו""ר המפלגה יאיר לפיד ומונה על ידו ליו""ר הסיעה. שלח למעשה ניהל את פעילות הסיעה בכנסת בכלל ובוועדת הכספים בפרט - בכנסת ידעו כולם כי מי שרוצה את תמיכת הח""כים של ""יש עתיד"" בוועדת הכספים, צריך לפנות תחילה לשלח. בנימין נתניהו סירב אשתקד להפקיד בידיו את ראשות ועדת חוץ וביטחון, ולהערכת בכירים בכנסת, ההתנגדות של נתניהו, היוותה את תחילת המשבר בין הליכוד ל""יש עתיד"" שגרר בסופו של דבר להקדמת הבחירות. למרות היותו עיתונאי לוחמני לשעבר, שלח לא ייצג את עקרונות הפוליטיקה החדשה, כשבין השאר בת זוגו, עו""ד אורית בוצר, קיבלה ג׳וב אצל השרה גרמן כיועצת אישית. כמו כן סירב שלח לחשוף את פגישותיו ולא שש להשיב לפניות בנושאים שונים בהם ""חוק הריכוזיות"", אלא העדיף לפעול ""מתחת לרדאר"". בד בבד שלח חיסל את הצעת החוק להשקפת תיקי המניות של חברי ועדת הכספים בטענה שזו פגיעה בפרטיותם.",,,,,,,"אמיר שלח/אחיו של שלח, בכיר לשעבר בחברת הביטוח מגדל",אריה נייגר/עורך דין,ישי מור/איש עסקים,,,,,,,,,,
יעקב פרי,יש עתיד,70,נשוי,3,"שיכון דן, תל אביב",חשף את הונו. לדבריו הונו מסתכם ב-12-10 מיליון שקל ללא פירוט; בנוסף לבית מגוריו בבעלותו גם בית במושב שומרה,התנגד להצעות לחשיפת תיקי המניות ולתיעוד חופשי של ישיבות מועצה. נעדר מהשתיים הנוספות,"פרי, שהיה שר מדע בלתי מורגש, הוביל את הוועדה לשיוויון בנטל, שהיתה אחד מהדגלים המובילים של מפלגת יש עתיד בבחירות הקודמות והוא שואף למלא בכנסת הבאה תפקיד ביטחוני. הוא כן הגיע לכותרות במהלך כהונתו בשל שני אירועים שהביעו לדעת רבים את רמת הניתוק שלו ממעמד הביניים: חגיגת יום הולדת מפוארת שעל מוזמניה נמנו נוחי דנקנר, רני רהב וליאורה עופר ובונוס שמן שקיבל מבנק מזרחי עבור 10 חודשים בהם כיהן כיו""ר הבנק במהלך 2012. כשנשאל על שני הנושאים הללו אמר פרי כי הוא ""לא מתנצל על הבונוס ויום ההולדת - זה ענייני הפרטי"". למרות זאת חשף פרי את הונו.",,,,,,,ניסן זאבי/יועץ אסטרטגי,"יורם כהן/ראש השב""כ",בוריס קרסני/בעל משרד הלובינג פוליסי,,,,,,,,,,
חיים ילין,יש עתיד,56,נשוי,4,קיבוץ בארי,הצהיר שכל רכושו הוא 3 זוגות אופניים,,"חיים ילין, ראש מועצת אשכול הפופולרי, הפך מוכר כמעט בכל בית במהלך מבצע צוק איתן. ילין היה מרואיין מבוקש במיוחד בשל תפקידו ובשל ישירותו - לא פעם חבט בממשלה ובאופן ניהולה את המבצע והמפגש הראשון שלו עם לפיד היה דווקא על רקע ויכוח שהתפתח בינו לבין שר האוצר דאז. ילין, בוגר לימודי כלכלה, צפוי לתפוס את הכיסא הריק שהותיר אחריו שי חרמש ולהמשיך להילחם ממשכן הכנסת למען תושבי עוטף עזה, המתיישבים והחקלאים.",,,,,,,יעל אלמקייס/מנהלת לשכתו של ילין,,,,,,,,,,,,
קארין אלהרר,יש עתיד,38,נשואה,,דירה שכורה בשכונת נווה חוף בראשון לציון,"לא חשפה את הונה השלם. לפי הצהרתה אין לה בעלות על נכסי נדל""ן",התנגדה ונעדרה לסרוגין,"נוכחות גבוהה במשכן ושותפות בחקיקת חוקי רווחה הצליחו להבליט את אלהרר בקדנציה האחרונה. בנוסף, היא עמדה בראש ועדה שהעבירה בהצלחה את הרפורמה ברשות השידור.",,,,,,,ד״ר שירי רגב–מסלם/מנהלת הקליניקות המשפטיות באוני' בר אילן,"מיה גפן/עו""ד, מנהלת הקליניקה לזכויות אנשים עם מוגבלויות","שחר ליפשיץ/פרופ',דקאן הפקולטה למשפטים בבר אילן",,,,,,,,,,
יואל רזבוזוב,יש עתיד,35,נשוי,2,"גר בשכירות בשכונת פולג בנתניה (6,000 שקל בחודש)",חשף את הונו. חסכונות: 96 אלף שקל,"התנגד לשלוש הצעות, נעדר מההצבעה לתיעוד חופשי של ישיבות מועצה","יו״ר ועדת העלייה והקליטה לא התבלט בקנדציה האחרונה. אולי בגלל נוכחותו הדלה במשכן, כאשר הגיע, מספרים מקורבים, לעתים אימן את ראש המפלגה לפיד בחדר הכושר במרתפי הכנסת.",,,,,,,מרים פיירברג/ראשת עיריית נתניה,,,,,,,,,,,,
עליזה לביא,יש עתיד,51,נשואה,4,נתניה,לא,התנגדה לכלל ההצעות בנושא,"יו""ר הוועדה לקידום מעמד האישה. לביא מבטיחה לפעול למען שילוב נשים בערכאות המשפטיות. את ועדת הכספים עזבה גם בגלל קשריו של בעלה, עו״ד צורי לביא, שהקשו עליה להשתתף בדיונים שעסקו בלקוחותיו.",,,,,,,הרב בני לאו/ראש מיזם 929,חנה הרצוג/פרופ' באוניברסיטת תל אביב,ברברה סבירסקי/מכון אדווה,,,,,,,,,,
משה כחלון,כולנו,54,נשוי,3,"דירה שכורה בחיפה (4,000 שקל לחודש)","חשף את הונו. שוויו הכולל עומד על 4.4 מיליון שקל. בונה בית בעיר, שעד כה הושקעו בו 2.5 מיליון שקל. עם גמר הבניה מוערך בכ-3.5 מיליון שקל. ברשותו רכב מדגם סיאט איביזה ששוויו 63 אלף שקל; חשבון העו""ש שלו נמצא במינוס של 15.6 אלף שקל.
ברשותו של כחלון קרן פנסיה ובה 960 אלף שקל, קרנות נאמנות ובהן 522 אלף שקל, וקרן השתלמות עם כ-430 אלף שקל. יתרת התשלומים שלו בכרטיס האשראי עומדת על 32.8 אלף שקל.",,"""תהיו יותר כחלונים"", נזף ראש הממשלה ביבי נתניהו בשריו ב-2011 עת המחאה החברתית השתוללה ברחובות וראש הממשלה היה בפאניקה. הוא התכוון לומר: תהיו יותר פעילים, תלחמו, תמצאו פתרונות, תשיגו יותר הישגים - כמו השר שלי במשרד התקשורת. משה כחלון חתום על מה שמכונה ""רפורמת הסלולר"", אך למעשה מדובר בשורה ארוכה של רפורמות - כבדות ומסובכות שדרשו עבודת הכנה כלכלית ומשפטית, תיאום בין משרדי הממשלה ומלחמה בכוחות חזקים במשק - שכחלון ניצח עליהן בהצלחה בין השנים 2010-2012. כחלון עמד באתגר הזה בגאון, ומפירות אותה הרפורמה הצרכן הישראלי נהנה עד היום. מיליארדי שקלים נחסכו. אלא שהוא לא הצליח בעצמו ""להיות כחלון"" בעת כהונתו כשר רווחה – אז מילא תפקיד חיוור בלבד.
כחלון שדעותיו הכלכליות קרובות יותר לאלה של מפלגת העבודה ועמדותיו המדיניות קרובות לצד הימני במפה יהיה ככל הנראה לשון מאזניים בבחירות האלה. לכן קל להעריך כי יתפוס עמדת מפתח בממשלה וינסה לעסוק בנושאים הקרובים לליבו: שוק הדיור וענף הבנקאות. האם יצליח כחלון לחולל מהפכות גם בתחומים אלה ואחרים? במידה רבה הדבר תלוי ביכולתו להתנתק מקשריו האישיים עם בעלי הון שהאינטרס שלהם הוא להשאיר את המצב הקיים על כנו. אם לא - יהפוך ל""לפיד 2"" כמי שקיבל הזדמנות פז מהציבור אך לא ניצל אותה",,,,,,,רונן משה/איש יחסי ציבור/נעצר בפרשת ישראל ביתנו,ששי גז/עורך דין פלילי,קובי מימון/איש עסקים/בעל השליטה באקויטל,דני נישליס/איש עסקים ובעלי תחנות רדיו,יצחק תשובה/בעל השליטה באלעד השקעות ובקבוצת דלק,,,,,,,,
יואב גלנט,כולנו,56,נשוי,3,בית פרטי במושב עמיקם,לא,,"על פניו הבחירה של כחלון, המצהיר על עצמו כחברתי, למנות את יואב גלנט למועמדו הביטחוני, לא נראית טבעית. האם יצליח הגנרל, שנפסל לתפקיד הרמטכ""ל על רקע פלישת בני הזוג גלנט ונחלת ביתם לשטח ציבורי במושב עמיקם, להתחבר למצוקות יוקר המחייה של הציבור? גם קשריו האישיים עלולים להקשות עליו בכך: לגלנט קשרים עם בעלי הון וחברות גז לאחר שמונה ב-2012 למנכ""ל חברת נמקס אויל אנד גז, שבשליטת איש העסקים בני שטיינמץ. שותפיו של שטיינמץ לרישיונות היו איש העסקים טדי שגיא וחברת הזדמנות ישראלית. לגלנט גם קשרים עם חברי פורום החווה של אריאל שרון - נציגי הפוליטיקה הישנה - שעמם הוא עדיין מתייעץ. 
ואולם גלנט דיבר לאחרונה על הבזבוז בצה""ל כשנדרש לסוגיית תקציב הביטחון: ""כשהייתי מפקד השייטת, והפח היה מתמלא, הייתי נכנס לשם, מוציא מצרכים ומאכיל איתם את הלוחמים. אחרי זה כששאלתי אותם אם היה טעים, ואם היה שווה לזרוק, כולם ידעו את התשובה"". עוד הוסיף גלנט כי ""תקציב הביטחון גדול על המדינה וקטן על האיום"". האם גלנט הפך לחברתי או שמדובר במס שפתיים שהוא צריך לשלם לטובת הבוחר ושביעות רצונו של היו""ר? נגלה בקרוב",,,,,,,"בני שטינמץ/איש עסקים/יו""ר קבוצת שטינמץ יהלומים",טדי שגיא/איש עסקים/מייסד ובעל השליטה בפלייטק,עידן עופר/בעל השליטה בחברה לישראל,,,,,,,,,,
אלי אלאלוף,כולנו,70,נשוי,1,באר שבע,לא,,"אחרי יותר מחצי שנה של עבודה אינטנסיבית בוועדה למלחמה בעוני, ועבודה מקדימה, לחצים פוליטיים שהופעלו עליו כראש הוועדה שעסקה באחד התחומים הקריטיים במיוחד בחברה הישראלית, פנה אלאלוף לרשימתו של כחלון. אלאלוף, שהודיע בעבר על תמיכתו בשאול מופז בגלל מוצאו, הצטרף למפלגת כולנו על בסיס פעילותו החברתית ובתחום הרווחה רבת השנים, עליה גם זכה בפרס ישראל.
אלאלוף, כיהן כמנכל קרן רשי, זרוע הביצוע (הפרטה) של המדינה בנושאי חינוך ורווחה במשך שנים רבות, והיה משוכנע שהוועדה שמונתה על ידי כהן תצליח להביא לשינוי משמעותי. אפשר לשער שאת האג'נדה הכלכלית חברתית שלו, המתאימה לרוח המפלגה אליה הצטרף, ינסה לממש דרך הכנסת",,,,,,,אלונה ברקת/אשת עסקים/בעלת הפועל באר שבע,רוני דואק/איש עסקים,דניאל שטינמץ/יהלומן/אחיו של בני שטינמץ,,,,,,,,,,
רועי פולקמן,כולנו,39,נשוי,2,נס הרים,"לא חשף את הונו השלם. הסכים לחשוף את נכסי הנדל״ן שברשותו:
אין ברשותו נכסי נדל""ן נוספים מעבר לדירתו",,"פעיל ותיק למען הצערתה של ירושלים, פולקמן הוא גם בעל חברת ייעוץ פרטית ולוחש על אוזנו של ניר ברקת. מבקר המדינה יבדוק חוזי ייעוץ בשווי מאות אלפי שקלים שהעירייה העניקה לו לפי פרסומים ללא מכרז.",,,,,,,ניר ברקת/ראש עיריית ירושלים,מיכה פריינד/יועץ אסטרטגי,,,,,,,,,,,
אלי כהן,כולנו,42,נשוי,4,דירה בחולון,לא חשף את הונו השלם. הסכים לחשוף את נכסי הנדל״ן שברשותו: מחזיק רק בדירת מגוריו,,"המשנה למנכ״ל קבוצת הכשרת היישוב שבשליטת עופר נמרודי, המשנה למנכ״ל קבוצת הכשרת היישוב שבשליטת יעקב נמרודי. ככל הנראה איש אמיד, המחזיק מניות אנרגיה בשווי גדול, בעל חושים חדים בתחום הנדל״ן.",,,,,,,שלמה מעוז/כלכלן/לשעבר הכלכלן הראשי של אקסלנס,יעקב נמרודי/הבעלים של הכשרת היישוב,,,,,,,,,,,
יפעת שאשא-ביטון,כולנו,41,נשואה,4,בית בקריית שמונה,"לא חשפה את הונה השלם. הסכימה לחשוף את נכסי הנדל״ן שברשותה:
בית פרטי בקרית שמונה",,"ד""ר' שאשא-ביטון היא סגנית נשיא מכללת אוהלו לחינוך וחברת מועצת קריית שמונה, התמודדה פעמיים על ראשות עיריית קרית שמונה ושימשה בעבר כסגנית ראש העיר ניסים מלכה. פעלה בצורה נקייה בימיה בפוליטיקה המקומית, אך כיום מסרבת להשיב לשאילתות עיתונאיות לגבי שחיתות לכאורה בקריית שמונה, שאותה חשף (חלקית) בחוג בית לא אחר מראש מפלגתה שבהמשך טען כי מדובר היה במטאפורה להמחשת המצב הקשה במדינה. שאשא-ביטון תתמקד בתחום החינוך ברשימה.",,,,,,,יעקב בן ציון/חבר מועצה קריית שמונה,,,,,,,,,,,,
טלי פלוסקוב,כולנו,52,נשואה,2,בית בערד,"לא. הסכימה לחשוף את נכסי הנדל""ן שברשותה: בית מגוריה ובדירה נוספת בערד",,"ראשת עיריית ערד, ולשעבר מקורבתו של יו""ר ישראל ביתנו, אביגדור ליברמן, היתה סגנית יו""ר הוועדה הקרואה שניהלה את ערד במשך יותר משנתיים. ב-2010 נבחרה לראשות העיר, כשהיא נשענת במידה רבה על תמיכתה של האוכלוסייה החרדית. לרשימתו של כחלון הצטרפה בדקה ה-90 במהלך שעורר תרעומת כלפיה במפלגתה הקודמת, שתמכה בה בבחירות המוניציפליות האחרונות שנערכו רק לפני כשנה, ושבהן נבחרה לראשונה לקדנציה מלאה – שאותה לא תשלים אם תיבחר לכנסת.",,,,,,,עוזי לנדאו/שר התיירות,יהושע אשכנזי/דובר עיריית ערד,,,,,,,,,,,
רחל עזריה,כולנו,37,נשואה,4,דירה בקטמונים בירושלים,"לא. הסכימה לחשוף את נכסי הנדל""ן שברשותה: בית מגוריה ודירה נוספת בירושלים (עם משכנתא)",,"סגנית ראש עיריית ירושלים וממובילות מחאת העגלות הפכה לאחת מהדמויות הפוליטיות המובילות בעיר ירושלים, אחרי שהצליחה להוביל אג'נדה חברתית-חינוכית, וניהלה בהצלחה לא מעט מאבקים. היא רוצה לקדם רפורמות למען משפחות צעירות. בעבר יזמה עצומה שקראה לממשלה ליישם את המלצות טרכטנברג בתחום הגיל הרך ואמרה: ""המלצות ועדת טרכטנברג הן מהפכה"". נושאים אחרים הקרובים לליבה הם הדרת נשים ומסורבות גט (שימשה כמנכלית ""מבוי סתום"", ארגון המסייע למסורבות גט)",,,,,,,"קובי כחלון/ס' ראש עיריית ירושלים (בחל""ת)/אחיו של משה כחלון",תמיר ניר/אדריכל ומתכנן ערים/חבר מועצת העיר ירושלים,עמרי שינפלד/יועץ פוליטי ויועץ תקשורת,,,,,,,,,,
מייקל אורן,כולנו,59,נשוי,3,תל אביב (בשכירות),"לא חשף את הונו השלם. הסכים לחשוף את נכסי הנדל״ן שברשותו:
דירת 2 וחצי חדרים בירושלים",,"שגריר ישראל בארצות הברית לשעבר, מקושר היטב לנתניהו ולבית הלבן, ובעזרת קשרים אלה שואף לשקם את האמון והיחסים עם האמריקאים.",,,,,,,יעקב נאמן/עורך דין ומשפטן בכיר/לשעבר שר האוצר והמשפטים,יוסי קליין הלוי/סופר ועיתונאי,נטע קורין-שמש/יועצת אסטרטגית,,,,,,,,,,
יעקב ליצמן,יהדות התורה,66,נשוי,5,"דירה בקריית צאנז, ירושלים","לא חשף את הונו השלם. הסכים לחשוף את נכסי הנדל״ן שברשותו:
50% בדירת 2.5 חדרים (בירושה)",נעדר מכלל ההצבעות בנושא,"ליצמן, לשעבר יו״ר ועדת הכספים ושר הבריאות בפועל, הוא ח״כ כוחני ושחקן סולו שמתייעץ רק עם הבוס: האדמו״ר מגור, שעומד בראש החסידות המשפיעה ביותר במגזר החרדי. בין השאר ליצמן הצליח לקבור את הרפורמה של משרד הבריאות לצמצום הפרסום של מוצרי טבק (כדי לא לפגוע בהכנסות העיתונים), ובשנה האחרונה גם מיקד את האנרגיה שלו במלחמה בהצעה למע״מ 0 לדירה ראשונה שיועדה במקור למשרתים בצבא. אחרי הבחירות, החסידות של ליצמן תבקש ממנו להמשיך לשמור על הסטטוס קוו בנושאי דת ומדינה. ליצמן פחות יתמקד בדאגה לאברכים אלא יותר בהעלאת קצבאות ילדים ושמירת שבת (הפלג שלו קבע שהמפלגה תיקרא ׳יהדות התורה והשבת׳). שאיפתו האישית היא לשוב לכס (סגן) שר הבריאות. במושבו שם עד 2012 זכה להערכה מקצועית.",,,,,,,"ישראל שניידר/עורך ""המודיע""",שלום פישר/ איש עסקים,"הרב יעקב אלתר/האדמו""ר מגור",,,,,,,,,,
אליעזר סורוצקין,יהדות התורה,56,נשוי,5,דירה בנתניה,לא,,"מנכ''ל ארגון לב לאחים, מוסד ענק המלווה חוזרים בתשובה, מארגן שיעורי תורה ופועל למניעת התבוללות, יגיע למשכן כדי לקדם את ארגוני ההחזרה בתשובה. סורוצקין מקושר גם לקרן וולפסון החרדית–אמריקאית שבראשה עמד זאב וולפסון, מייסד נס טכנולוגיות.",,,,,,,"אריה דרעי/יו""ר ש""ס, בצעירותו חלק חדר עם סורוצקין בפנימיית ישיבת חברון","הרב אברהם גרינבוים/יו""ר קרן וולפסון בישראל",,,,,,,,,,,
אורי מקלב,יהדות התורה,58,נשוי,5,דירה בירושלים,"לא חשף את הונו השלם. הסכים לחשוף את נכסי הנדל״ן שברשותו:
רק דירתו",תמך בגילויי אינטרסים ומניות של ח״כים. נעדר מההצבעות לחשיפת ועדת השרים ולאפשר תיעוד חופשי של ישיבות מועצה,"חבר מועצת ירושלים. נחשב לפרלמנטר מצטיין, בעיקר בשירות הציבור הליטאי. הוא שיאן נוכחות ומקדם חקיקת רווחה. בדומה לראש מפלגתו, גפני, גם מקלב כפוף למועצת גדולי התורה המורכבת מראשי ישיבה ורבנים בולטים במגזר הליטאי.",,,,,,,ישראל קלרמן/סגן ראש עיריית ירושלים ולשעבר עוזרו של מקלב,הרב אהרון לייב שטיינמן/ראש הציבור הליטאי והמנהיג הרוחני הרוחני של דגל התורה,,,,,,,,,,,
ישראל אייכלר,יהדות התורה,59,נשוי,14,דירה בירושלים,לא,"נעדר משלוש הצבעות, תמך בחשיפת תיקי המניות","נציג חסידות בעלז במפלגה, ובמקביל עורך את עיתונה של החסידות, ""המחנה החרדי"". סייע לבחירת ניר ברקת לראשות עיריית ירושלים, בניגוד לעמדת רוב החרדים בירושלים שתמכו במשה ליאון. בכך, הרחיק את עצמו מ""ישראל ביתנו"" ושלוחותיה, שליאון היה מועמדה.",,,,,,,הרב יששכר דב רוקח/האדמור מבעלזא,הרב מרדכי בריסק/יו״ר בד״צ ודמות דומיננטית בחסידות בעלז,"יעקב אייכלר/ עיתונאי, אחיו של ח""כ אייכלר",,,,,,,,,,
מאיר פרוש,יהדות התורה,59,נשוי,12,דירה בירושלים,"לא חשף את הונו השלם. הסכים לחשוף את נכסי הנדל״ן שברשותו:
בבעלותו דירת מגוריו ודירה נוספת בירושלים שקיבל בירושה","תמך בחשיפת תיקי המניות של הח״כים, נעדר משאר ההצבעות","פרוש איחד חסידויות קטנות ובינוניות לגוף ""שלומי אמונים"", ונישא על גבן לכנסת. בכנסת ה–19 כמעט לא נכח, אך היה פעיל מאוד בירושלים, שם התמודד על ראשות העיר. בנו הבכור, ישראל פרוש, מכהן כראש עיריית אלעד. בן נוסף מנהל את העיתון ""המבשר"" שהקימה משפחתו כדי להיאבק בעוצמה של עיתון ""המודיע"" שבשליטת חברו לסיעה יעקב ליצמן.",,,,,,,"הרב יוחנן סופר/ האדמו""ר מערלוי","נחמן בנשעיה/יו""ר המזכירות הארצית של חסידי ברסלב ושותף בעיתון ""המבשר""",,,,,,,,,,,
יעקב אשר,יהדות התורה,49,נשוי,7,דירה בבני ברק,"לא חשף את הונו השלם. הסכים לחשוף את נכסי הנדל״ן שברשותו:
לדבריו, מחזיק רק בדירת מגוריו","תמך בחשיפת המניות, נעדר משאר ההצבעות","ראש עיריית בני ברק לשעבר לא התבלט בכנסת, ולדברי מקורבים התאכזב לגלות עד כמה מוגבלים משאביו כח""כ בהשוואה ליכולת להניע מיזמי בנייה ענקיים ממנה נהנה כראש עיר. כעמיתיו, גם הוא כפוף למועצת גדולי התורה, אך פועל בעיקר כנציג של בני ברק ושל חצר הרב שטיינמן.",,,,,,,יעל גרמן/לשעבר שרת הבריאות,חיים ביבס/ ראש השלטון המקומי,הרב אהרון לייב שטיינמן/ראש הציבור הליטאי והמנהיג הרוחני הרוחני של דגל התורה,,,,,,,,,,
מנחם אליעזר-מוזס,יהדות התורה,69,נשוי,10,דירה בירושלים,לא,נעדר מכלל ההצבעות בנושא,"לנציג חסידות ויז'ניץ בכנסת אין עניין וגם אין מוטיבציה לכהן כחבר כנסת מהשורה. סגן שר החינוך לשעבר, שכיהן בעברו כאיש נדל״ן שבנה דירות לזוגות צעירים, התאכזב לדברי מקורבים מכוחו המוגבל באופוזיציה, ונוכחותו המצומצמת במשכן כמעט שלא הורגשה.",,,,,,,גדעון סער/שר לשעבר,"שלמה נס/ עו""ד ורו""ח",,,,,,,,,,,
משה גפני,יהדות התורה,62,נשוי,3,דירת בבני ברק,"לא חשף את הונו השלם. הסכים לחשוף את נכסי הנדל״ן שברשותו:
דירת מגוריו","תמך בחשיפת תיקי המניות של הח״כים, נעדר משאר ההצבעות","הפרלמנטר הוותיק שחולם לחזור לכס ראש ועדת הכספים מקשיב לכל טייקון ופעיל חברתי שמבקש את אוזנו — אך כפוף למועצת גדולי התורה. הוא מדבר ""חילונית"" שוטפת במשכן ובממשלה ומצליח לייצר שיתופי פעולה, מהם הוא יודע לגזור קופונים נאים עבור מגזרו.",,,,,,,"שמעון גליק/מו""ל יתד נאמן",הרב אהרון לייב שטיינמן/ראש הציבור הליטאי והמנהיג הרוחני הרוחני של דגל התורה,,,,,,,,,,,
אריה דרעי,ש''ס,55,נשוי,9,"דירה בהר נוף, ירושלים","חשף את הונו. מוערך בכ-4.8 מיליון שקל. דירה בשכונת הר נוף המוערכת בכ-4.7 מיליון שקל, תיק מניות בשווי 300 אלף דולר, וחובות (הלוואה) בגובה 1.1 מיליון שקל",נעדר מכלל ההצבעות בנושא,"קשה לשפוט את מי ישרת בכנסת הבאה יו״ר ש״ס. בפעם האחרונה שישב סביב שולחן הממשלה השנה היתה 1993. גם לאחר ששב לחיים הפוליטיים, דרעי הגיש חוקים סקטוריאליים למען פטור מארנונה לישיבות וכמה הצהרות חוק, חסרות סיכוי, בתחום הרווחה. בנוסף, התמודד ראש בראש מול יריבו הפוליטי ישי על תואר שיאן ההיעדרויות והיה חבר בוועדה אחת בלבד (חוץ וביטחון). למליאה כמעט ולא הגיע. היכן הוא בילה את זמנו? בהשתלטות על המפלגה ובאירועים של בעלי הון (שאצל חלקם עבד בעבר). 
דרעי ותנועת ש""ס נמצאים במשבר לאחר מותו של הרב עובדיה יוסף והפיצול בש""ס, וגם מאוימים מצידו של משה כחלון. בעקבות כך נראה נראה כי דרעי שינה כיוון ומנסה לקרוץ לקהלים נוספים והוא מדבר כעת על ""השקופים"" - העובדים המוחלשים בחברה הישראלית ומתייחס בדבריו בעיקר למזרחיים. עם זאת, לפי פירסומים דרעי עצמו איננו סובל ממצוקה והונו מוערך בכ-5 מיליון שקלים, בעיקר בזכות הדירה שבבעלותו",,,,,,,מרטין שלאף/איש עסקים אוסטרי/מימן את הוצאותיו המשפטיות של דרעי,נבות תל צור/עורך דין,"יוסי אליטוב/יחצ""ן",,,,,,,,,,
אברהם מיכאלי,ש''ס,57,נשוי,3,בית באור יהודה,לא,"תמך בחשיפת הצבעות ועדת השרים, נעדר משאר ההצעות","נאמנו של אלי ישי כמעט הוצא מהרשימה. מועצת חכמי התורה, הנזקקת למשפחת מירילשווילי שכספה מחזיק את מוסדות החינוך הקורסים שלה, הותירה את חברו הטוב של מירילשווילי במשכן.",,,,,,,מיכאל מירילשווילי/ מיליארדר גיאורגי-יהודי,,,,,,,,,,,,
יצחק וקנין,ש''ס,56,נשוי,5,מושב יערה,לא,נעדר מכלל ההצבעות בנושא,חבר כנסת שלא שוכח לעזור למקורביו גם כשליח ציבור: עמותה אותה ייסד קיבלה בעבר תרומה מפיליפ מוריס בשעה שהוא תמך בחברות הסיגריות בדיונים בכנסת. בפעם אחרת הודתה הפרקליטות כי וקנין התערב לטובת בתו במכרז ציבורי. וקנין זכה לשמור על כיסאו עקב קשריו הקרובים עם ראש הסיעה דרעי - ואף יצא להגנת ראש סיעתו בפרשת חשיפת הקלטת של עובדיה יוסף.,,,,,,,הרב דוד חי אבוחצירא/לשעבר הרב הראשי של נהריה,ניסים כהן/יועצו ומנהל עמותת ברכת מרגלית,,,,,,,,,,,
יואב בן צור,ש''ס,56,נשוי,7,דירה ברחוב הקבלן בירושלים,לא,,"נציג העדה התימנית בסיעה נחת בכנסת לפני חצי שנה בלבד. דו""ח של החשבת הכללית מצא כי בתפקידו הקודם כמנהל רשת החינוך של ש""ס המציא עובדים, מסר דיווחים כוזבים על שעות עבודה ומינה מקורבים.",,,,,,,הרב יצחק רצאבי/פוסק בעדה התימנית,,,,,,,,,,,,
דוד אזולאי,ש''ס,61,נשוי,4,עכו,לא,תמך בשתי הצעות ונעדר משתיים (תיעוד חופשי של ישיבות מועצה וגילויי אינטרסים של נבחרי ציבור),"אזולאי הוא מחוקק ותיק ופורה (בכנסת מ-96׳) שמקפיד להציג נוכחות במשכן, בעיקר בוועדת הפנים והוועדה לפניות הציבור בהן הוא חבר. אלא שאזולאי עדיין לא הפנים את היותו משרת ציבור אמיתי - וכרוב שותפיו לסיעה הוא סרבן שקיפות שלא הסכים לחשוף את הצהרת הונו ואף לא את נכסי הנדל״ן שלו.",,,,,,,אבי רוזן/עיתונאי חרדי,"הרב יעקב איפרגן/""הרנטגן""",,,,,,,,,,,
יעקב מרגי,ש''ס,54,נשוי,2,בית במושב שדה צבי,"לא חשף את הונו השלם. הסכים לחשוף את נכסי הנדל״ן שברשותו:
בנוסף לביתו, בבעלותו דירה בבאר שבע",נעדר מכלל ההצבעות בנושא,"חבר פעיל בוועדת הכלכלה שהצטרף לכמה הצעות חוק צרכניות וחברתיות שאושרו בקדנציה האחרונה. לפני כן, כשר לשירותי דת, פעל להזרמת תקציבי ענק לשירותי הדת ולמועצות הדתיות הכושלות ועסק במינוי מקורבים לראשי מועצות דתיות ברחבי הארץ.",,,,,,,הרב שלמה משה עמאר/הרב הראשי לירושלים,,,,,,,,,,,,
משולם נהרי,ש''ס,63,נשוי,5,"דירה בהר נוף, ירושלים",לא,"תמך בחשיפת המניות, נעדר משאר ההצבעות","כאשר כיהן כשר בלי תיק ב–2013, התברר שנהרי העביר מיליונים ללא מכרז לגוף התרבות של ש״ס ואף תקצב עמותה של קרובת משפחה. בכנסת היוצאת כמעט שלא נכח בוועדות ולא בלט במליאה.",,,,,,,"אהרן וולפסון/ בנו של מייסד נס טכנולוגיות, זאב וולפסון",,,,,,,,,,,,
